Date,^GSPC,^DJI,^IXIC
2016-01-28,1893.3599853515625,16069.6396484375,4506.68017578125
2016-01-29,1940.239990234375,16466.30078125,4613.9501953125
2016-02-01,1939.3800048828125,16449.1796875,4620.3701171875
2016-02-02,1903.030029296875,16153.5400390625,4516.9501953125
2016-02-03,1912.530029296875,16336.66015625,4504.240234375
2016-02-04,1915.449951171875,16416.580078125,4509.56005859375
2016-02-05,1880.050048828125,16204.9697265625,4363.14013671875
2016-02-08,1853.43994140625,16027.0498046875,4283.75
2016-02-09,1852.2099609375,16014.3798828125,4268.759765625
2016-02-10,1851.8599853515625,15914.740234375,4283.58984375
2016-02-11,1829.0799560546875,15660.1796875,4266.83984375
2016-02-12,1864.780029296875,15973.83984375,4337.509765625
2016-02-16,1895.5799560546875,16196.41015625,4435.9599609375
2016-02-17,1926.8199462890625,16453.830078125,4534.06005859375
2016-02-18,1917.8299560546875,16413.4296875,4487.5400390625
2016-02-19,1917.780029296875,16391.990234375,4504.43017578125
2016-02-22,1945.5,16620.66015625,4570.60986328125
2016-02-23,1921.27001953125,16431.779296875,4503.580078125
2016-02-24,1929.800048828125,16484.990234375,4542.60986328125
2016-02-25,1951.699951171875,16697.2890625,4582.2001953125
2016-02-26,1948.050048828125,16639.970703125,4590.47021484375
2016-02-29,1932.22998046875,16516.5,4557.9501953125
2016-03-01,1978.3499755859375,16865.080078125,4689.60009765625
2016-03-02,1986.449951171875,16899.3203125,4703.419921875
2016-03-03,1993.4000244140625,16943.900390625,4707.419921875
2016-03-04,1999.989990234375,17006.76953125,4717.02001953125
2016-03-07,2001.760009765625,17073.94921875,4708.25
2016-03-08,1979.260009765625,16964.099609375,4648.81982421875
2016-03-09,1989.260009765625,17000.359375,4674.3798828125
2016-03-10,1989.5699462890625,16995.130859375,4662.16015625
2016-03-11,2022.18994140625,17213.310546875,4748.47021484375
2016-03-14,2019.6400146484375,17229.130859375,4750.27978515625
2016-03-15,2015.9300537109375,17251.529296875,4728.669921875
